speciesLabel,iucnLabel,lat,lon,country
Gossypium africanum,,17.63,8.6959,Niger
Gossypium albescens,,56.8527,53.2069,Russian Federation
Gossypium anapoides,,-13.815647,126.795623,Australia
Gossypium anapoides,,-14.1,126.7,Australia
Gossypium anapoides,,-14.1,126.7,Australia
Gossypium anapoides,,-14.1,126.6,Australia
Gossypium anapoides,,-13.8,126.8,Australia
Gossypium anapoides,,-13.8,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.8,126.8,Australia
Gossypium anapoides,,-13.8,126.8,Australia
Gossypium anapoides,,-13.8,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.8,126.7,Australia
Gossypium anapoides,,-13.8,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.9,126.8,Australia
Gossypium anapoides,,-13.8,126.75,Australia
Gossypium arboreum,,-15.451111,-39.698611,Brazil
Gossypium arboreum,,19.9764,85.6049,India
Gossypium arboreum,,19.9764,85.6049,India
Gossypium arboreum,,19.9498,85.6672,India
Gossypium arboreum,,17.719672,77.698207,India
Gossypium arboreum,,-13.558056,-47.637222,Brazil
Gossypium arboreum,,35.82942,127.1521,"Korea, Republic of"
Gossypium arboreum,,37.48098,127.1857,"Korea, Republic of"
Gossypium arboreum,,34.000989,-118.446786,United States of America
Gossypium arboreum,,34.118131,-118.23057,United States of America
Gossypium arboreum,,10.35295,-75.428627,Colombia
Gossypium arboreum,,-22.91222,-43.23583,Brazil
Gossypium arboreum,,35.9412,127.031105,"Korea, Republic of"
Gossypium arboreum,,50.126633,8.657827,Germany
Gossypium arboreum,,22.734271,77.738071,India
Gossypium arboreum,,-1.868889,-51.309722,Brazil
Gossypium arboreum,,16.419489,-61.532515,Guadeloupe
Gossypium arboreum,,-20.377778,-43.416111,Brazil
Gossypium arboreum,,-20.377778,-43.416111,Brazil
Gossypium arboreum,,36.018056,127.253611,"Korea, Republic of"
Gossypium arboreum,,35.275383,127.935867,"Korea, Republic of"
Gossypium arboreum,,35.939444,127.033056,"Korea, Republic of"
Gossypium arboreum,,10.522061,1.282213,Benin
Gossypium arboreum,,10.531625,1.292008,Benin
Gossypium arboreum,,10.499826,1.245029,Benin
Gossypium arboreum,,10.501782,1.24077,Benin
Gossypium arboreum,,10.51932,1.283498,Benin
Gossypium arboreum,,10.51932,1.283498,Benin
Gossypium arboreum,,10.518895,1.286962,Benin
Gossypium arboreum,,10.499766,1.244015,Benin
Gossypium arboreum,,10.499332,1.243753,Benin
Gossypium arboreum,,10.519361,1.28442,Benin
Gossypium arboreum,,10.521816,1.283639,Benin
Gossypium arboreum,,10.521738,1.284416,Benin
Gossypium arboreum,,10.499759,1.244472,Benin
Gossypium arboreum,,10.521906,1.285356,Benin
Gossypium arboreum,,10.520017,1.286983,Benin
Gossypium arboreum,,10.522154,1.284423,Benin
Gossypium arboreum,,10.520956,1.285224,Benin
Gossypium arboreum,,10.502371,1.241032,Benin
Gossypium arboreum,,10.518269,1.288062,Benin
Gossypium arboreum,,10.518909,1.287794,Benin
Gossypium arboreum,,10.502958,1.240873,Benin
Gossypium arboreum,,10.564478,1.318936,Benin
Gossypium arboreum,,10.564058,1.316471,Benin
Gossypium arboreum,,10.519117,1.286112,Benin
Gossypium arboreum,,10.519158,1.28538,Benin
Gossypium arboreum,,10.519186,1.285527,Benin
Gossypium arboreum,,10.517751,1.287599,Benin
Gossypium arboreum,,10.503897,1.240675,Benin
Gossypium arboreum,,10.518895,1.286962,Benin
Gossypium arboreum,,10.503444,1.240478,Benin
Gossypium arboreum,,-17.35,-63.566667,Brazil
Gossypium arboreum,,-1.379444,-47.488333,Brazil
Gossypium arboreum,,-17.277778,-41.655556,Brazil
Gossypium arboreum,,-22.91194,-43.23472,Brazil
Gossypium arboreum,,-64.471,115.623,Antarctica
Gossypium arboreum,,-64.471,115.623,Antarctica
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,-64.5387,116.6403,Antarctica
Gossypium arboreum,,-64.729,118.696,Antarctica
Gossypium arboreum,,-64.729,118.696,Antarctica
Gossypium arboreum,,6.480264,3.384523,Nigeria
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,-20.230278,-43.293611,Brazil
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,-15.590889,-57.226389,Brazil
Gossypium arboreum,,-33.9911,151.2325,Australia
Gossypium arboreum,,-33.8472,151.1984,Australia
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,20.7337,86.8692,India
Gossypium arboreum,,-33.992,151.2323,Australia
Gossypium arboreum,,30.25,-88.07,United States of America
Gossypium arboreum,,30.25,-88.07,United States of America
Gossypium arboreum,,10.518527,1.282323,Benin
Gossypium arboreum,,10.519179,1.284238,Benin
Gossypium arboreum,,10.519835,1.286802,Benin
Gossypium arboreum,,10.519138,1.283316,Benin
Gossypium arboreum,,10.519138,1.283316,Benin
Gossypium arboreum,,10.520774,1.285042,Benin
Gossypium arboreum,,10.521724,1.285174,Benin
Gossypium arboreum,,10.521556,1.284234,Benin
Gossypium arboreum,,10.521634,1.283457,Benin
Gossypium arboreum,,10.521972,1.284241,Benin
Gossypium arboreum,,10.521879,1.282031,Benin
Gossypium arboreum,,10.531443,1.291826,Benin
Gossypium arboreum,,10.499149,1.243571,Benin
Gossypium arboreum,,10.499644,1.244847,Benin
Gossypium arboreum,,10.499578,1.24429,Benin
Gossypium arboreum,,10.499584,1.243833,Benin
Gossypium arboreum,,10.5016,1.240588,Benin
Gossypium arboreum,,32.662357,-16.895256,Portugal
Gossypium arboreum,,10.502189,1.24085,Benin
Gossypium arboreum,,10.502776,1.240691,Benin
Gossypium arboreum,,10.503262,1.240296,Benin
Gossypium arboreum,,10.503715,1.240494,Benin
Gossypium arboreum,,10.517569,1.287417,Benin
Gossypium arboreum,,10.518087,1.28788,Benin
Gossypium areysianum,,14.0,47.0,Yemen
Gossypium areysianum,,13.45861,45.73028,Yemen
Gossypium areysianum,,13.45858,45.73031,Yemen
Gossypium areysianum,,13.45861,45.73028,Yemen
Gossypium areysianum,,33.973611,-117.327222,United States of America
Gossypium areysianum,,33.97361,-117.32722,United States of America
Gossypium aridum,Vulnerable,24.818778,-107.362486,Mexico
Gossypium aridum,Vulnerable,24.832013,-107.402876,Mexico
Gossypium aridum,Vulnerable,18.481143,-101.471787,Mexico
Gossypium aridum,Vulnerable,24.833593,-107.365419,Mexico
Gossypium aridum,Vulnerable,24.823696,-107.363337,Mexico
Gossypium aridum,Vulnerable,16.55898,-94.93097,Mexico
Gossypium aridum,Vulnerable,24.509184,-106.928886,Mexico
Gossypium aridum,Vulnerable,24.818768,-107.362449,Mexico
Gossypium aridum,Vulnerable,24.818849,-107.362647,Mexico
Gossypium aridum,Vulnerable,24.818595,-107.362016,Mexico
Gossypium aridum,Vulnerable,24.818575,-107.359983,Mexico
Gossypium aridum,Vulnerable,24.849214,-107.420989,Mexico
Gossypium aridum,Vulnerable,24.830598,-107.40211,Mexico
Gossypium aridum,Vulnerable,24.845363,-107.230791,Mexico
Gossypium aridum,Vulnerable,24.857613,-107.424805,Mexico
Gossypium aridum,Vulnerable,24.523439,-106.873123,Mexico
Gossypium aridum,Vulnerable,24.831631,-107.402688,Mexico
Gossypium aridum,Vulnerable,24.831656,-107.402691,Mexico
Gossypium aridum,Vulnerable,24.796085,-107.426292,Mexico
Gossypium aridum,Vulnerable,25.045598,-107.537564,Mexico
Gossypium aridum,Vulnerable,24.857478,-107.425981,Mexico
Gossypium aridum,Vulnerable,24.818724,-107.362274,Mexico
Gossypium aridum,Vulnerable,24.819181,-107.364614,Mexico
Gossypium aridum,Vulnerable,24.852176,-107.421486,Mexico
Gossypium aridum,Vulnerable,24.852388,-107.42118,Mexico
Gossypium aridum,Vulnerable,24.81933,-107.360241,Mexico
Gossypium aridum,Vulnerable,24.512083,-106.925281,Mexico
Gossypium aridum,Vulnerable,24.819393,-107.364648,Mexico
Gossypium aridum,Vulnerable,24.819987,-107.360886,Mexico
Gossypium aridum,Vulnerable,24.509383,-106.92725,Mexico
Gossypium aridum,Vulnerable,24.78481,-107.390584,Mexico
Gossypium aridum,Vulnerable,24.819671,-107.36041,Mexico
Gossypium aridum,Vulnerable,24.827444,-107.359425,Mexico
Gossypium aridum,Vulnerable,21.168825,-104.079973,Mexico
Gossypium aridum,Vulnerable,17.910847,-99.552243,Mexico
Gossypium aridum,Vulnerable,17.910803,-99.552338,Mexico
Gossypium aridum,Vulnerable,23.554643,-106.665409,Mexico
Gossypium aridum,Vulnerable,24.819965,-107.360874,Mexico
Gossypium aridum,Vulnerable,23.554869,-106.667065,Mexico
Gossypium aridum,Vulnerable,15.78067,-96.071504,Mexico
Gossypium aridum,Vulnerable,15.780953,-96.071288,Mexico
Gossypium aridum,Vulnerable,15.780673,-96.0715,Mexico
Gossypium aridum,Vulnerable,24.312383,-106.718921,Mexico
Gossypium aridum,Vulnerable,24.820435,-107.361192,Mexico
Gossypium aridum,Vulnerable,24.82422,-107.363387,Mexico
Gossypium aridum,Vulnerable,25.093169,-107.901094,Mexico
Gossypium aridum,Vulnerable,24.818765,-107.359943,Mexico
Gossypium aridum,Vulnerable,24.822616,-107.362603,Mexico
Gossypium aridum,Vulnerable,24.718109,-107.205272,Mexico
Gossypium aridum,Vulnerable,25.353933,-107.998222,Mexico
Gossypium aridum,Vulnerable,25.353966,-107.998256,Mexico
Gossypium aridum,Vulnerable,25.353882,-107.998189,Mexico
Gossypium aridum,Vulnerable,25.353912,-107.998218,Mexico
Gossypium aridum,Vulnerable,25.354009,-107.998966,Mexico
Gossypium aridum,Vulnerable,25.353907,-107.998192,Mexico
Gossypium aridum,Vulnerable,25.353886,-107.998224,Mexico
Gossypium aridum,Vulnerable,25.353911,-107.998224,Mexico
Gossypium aridum,Vulnerable,25.353907,-107.998229,Mexico
Gossypium aridum,Vulnerable,23.578611,-106.691944,Mexico
Gossypium aridum,Vulnerable,24.856512,-107.374655,Mexico
Gossypium aridum,Vulnerable,24.523185,-106.873251,Mexico
Gossypium aridum,Vulnerable,24.515414,-106.923209,Mexico
Gossypium aridum,Vulnerable,24.413635,-106.691537,Mexico
Gossypium aridum,Vulnerable,25.36262,-108.009139,Mexico
Gossypium aridum,Vulnerable,24.512148,-106.932698,Mexico
Gossypium aridum,Vulnerable,24.818849,-107.359902,Mexico
Gossypium aridum,Vulnerable,19.110832,-103.828865,Mexico
Gossypium aridum,Vulnerable,24.791442,-107.449647,Mexico
Gossypium aridum,Vulnerable,24.795315,-107.33428,Mexico
Gossypium aridum,Vulnerable,24.793288,-107.335597,Mexico
Gossypium aridum,Vulnerable,24.7956,-107.342568,Mexico
Gossypium aridum,Vulnerable,24.791645,-107.329453,Mexico
Gossypium aridum,Vulnerable,24.795339,-107.334254,Mexico
Gossypium aridum,Vulnerable,24.791655,-107.330642,Mexico
Gossypium aridum,Vulnerable,24.791633,-107.329475,Mexico
Gossypium aridum,Vulnerable,24.795315,-107.33428,Mexico
Gossypium aridum,Vulnerable,24.795407,-107.334217,Mexico
Gossypium aridum,Vulnerable,24.795415,-107.334217,Mexico
Gossypium aridum,Vulnerable,24.795178,-107.334314,Mexico
Gossypium aridum,Vulnerable,24.85046,-107.43338,Mexico
Gossypium aridum,Vulnerable,24.965833,-107.786667,Mexico
Gossypium aridum,Vulnerable,24.864354,-107.425181,Mexico
Gossypium aridum,Vulnerable,24.872127,-107.41988,Mexico
Gossypium aridum,Vulnerable,24.872023,-107.419702,Mexico
Gossypium aridum,Vulnerable,24.871765,-107.419443,Mexico
Gossypium aridum,Vulnerable,24.872182,-107.41994,Mexico
Gossypium aridum,Vulnerable,23.299837,-106.441606,Mexico
Gossypium aridum,Vulnerable,23.299564,-106.443466,Mexico
Gossypium aridum,Vulnerable,23.298996,-106.440824,Mexico
Gossypium aridum,Vulnerable,23.303112,-106.441497,Mexico
Gossypium aridum,Vulnerable,23.299564,-106.443466,Mexico
Gossypium aridum,Vulnerable,21.176112,-104.080121,Mexico
Gossypium aridum,Vulnerable,23.299247,-106.443658,Mexico
Gossypium aridum,Vulnerable,15.770833,-96.101111,Mexico
Gossypium aridum,Vulnerable,23.299,-106.443,Mexico
Gossypium aridum,Vulnerable,25.460633,-108.078517,Mexico
Gossypium aridum,Vulnerable,16.409544,-94.7384,Mexico
Gossypium aridum,Vulnerable,23.987778,-106.95472,Mexico
Gossypium aridum,Vulnerable,24.131411,-106.962517,Mexico
Gossypium aridum,Vulnerable,23.967846,-106.943726,Mexico
Gossypium armourianum,Critically Endangered,27.213022,-112.072624,Mexico
Gossypium armourianum,Critically Endangered,27.217312,-112.087394,Mexico
Gossypium armourianum,Critically Endangered,27.187917,-112.0785,Mexico
Gossypium armourianum,Critically Endangered,27.19942,-112.07874,Mexico
Gossypium armourianum,Critically Endangered,27.22333,-112.09169,Mexico
Gossypium armourianum,Critically Endangered,27.22333,-112.09169,Mexico
Gossypium armourianum,Critically Endangered,27.18898,-112.08134,Mexico
Gossypium armourianum,Critically Endangered,27.18897,-112.08133,Mexico
Gossypium armourianum,Critically Endangered,27.0415,-112.004,Mexico
Gossypium armourianum,Critically Endangered,27.0415,-112.004,Mexico
Gossypium armourianum,Critically Endangered,27.04575,-112.00544,Mexico
Gossypium armourianum,Critically Endangered,27.04575,-112.00544,Mexico
Gossypium armourianum,Critically Endangered,23.491667,-109.975,Mexico
Gossypium armourianum,Critically Endangered,27.241667,-112.108333,Mexico
Gossypium armourianum,Critically Endangered,24.091667,-110.541667,Mexico
Gossypium armourianum,Critically Endangered,33.700001,-116.550003,United States of America
Gossypium armourianum,Critically Endangered,33.6999879,-116.5505976,United States of America
Gossypium armourianum,Critically Endangered,26.21667,-112.1,Mexico
Gossypium armourianum,Critically Endangered,7.693846,-5.030307,Côte d’Ivoire
Gossypium armourianum,Critically Endangered,27.213889,-112.084722,Mexico
Gossypium armourianum,Critically Endangered,27.19811,-112.08424,Mexico
Gossypium armourianum,Critically Endangered,27.2,-112.1,Mexico
Gossypium armourianum,Critically Endangered,27.19811,-112.08424,Mexico
Gossypium armourianum,Critically Endangered,27.82,-112.77,Mexico
Gossypium armourianum,Critically Endangered,27.8114,-112.7197,Mexico
Gossypium armourianum,Critically Endangered,27.8114,-112.7197,Mexico
Gossypium armourianum,Critically Endangered,27.816667,-112.766667,Mexico
Gossypium armourianum,Critically Endangered,27.22059,-112.07085,Mexico
Gossypium armourianum,Critically Endangered,27.22059,-112.07085,Mexico
Gossypium armourianum,Critically Endangered,27.25,-112.12,Mexico
Gossypium armourianum,Critically Endangered,27.25,-112.116667,Mexico
Gossypium armourianum,Critically Endangered,27.23861,-112.10415,Mexico
Gossypium armourianum,Critically Endangered,27.23861,-112.10415,Mexico
Gossypium armourianum,Critically Endangered,27.25,-112.117,Mexico
Gossypium armourianum,Critically Endangered,27.18548,-112.083333,Mexico
Gossypium armourianum,Critically Endangered,27.18548,-112.08333,Mexico
Gossypium armourianum,Critically Endangered,27.183333,-112.083333,Mexico
Gossypium armourianum,Critically Endangered,27.2503498,-112.0905938,Mexico
Gossypium armourianum,Critically Endangered,27.25,-112.116667,Mexico
Gossypium armourianum,Critically Endangered,27.20945,-112.06724,Mexico
Gossypium armourianum,Critically Endangered,27.20945,-112.06724,Mexico
Gossypium armourianum,Critically Endangered,45.69556,-112.49139,United States of America
Gossypium armourianum,Critically Endangered,33.830296,-116.545292,United States of America
Gossypium armourianum,Critically Endangered,38.0,-98.0,United States of America
Gossypium armourianum,Critically Endangered,33.833,-116.55,United States of America
Gossypium armourianum,Critically Endangered,33.830296,-116.545292,United States of America
Gossypium australe,,-21.6642,135.250153,Australia
Gossypium australe,,-22.711321,131.432198,Australia
Gossypium australe,,-23.045302,118.860815,Australia
Gossypium australe,,-22.052791,116.185359,Australia
Gossypium australe,,-20.747783,116.821578,Australia
Gossypium australe,,-20.790478,116.969998,Australia
Gossypium australe,,-20.746753,116.821522,Australia
Gossypium australe,,-23.629147,132.726714,Australia
Gossypium australe,,-20.682624,139.724062,Australia
Gossypium australe,,-20.951652,140.067378,Australia
Gossypium australe,,-20.699797,147.842942,Australia
Gossypium australe,,-20.744983,139.689457,Australia
Gossypium australe,,-16.255194,133.368433,Australia
Gossypium australe,,-20.957306,140.072334,Australia
Gossypium australe,,-20.834363,139.519484,Australia
Gossypium australe,,-20.635216,139.703376,Australia
Gossypium australe,,-20.085415,146.282283,Australia
Gossypium australe,,-17.568567,130.902863,Australia
Gossypium australe,,-18.265612,130.657167,Australia
Gossypium australe,,-23.750481,132.905756,Australia
Gossypium australe,,-20.672122,147.822631,Australia
Gossypium australe,,-23.678847,132.822145,Australia
Gossypium australe,,-21.697831,145.160018,Australia
Gossypium australe,,-18.369695,122.035372,Australia
Gossypium australe,,-21.654799,117.547982,Australia
Gossypium australe,,-21.725826,115.836167,Australia
Gossypium australe,,-17.486437,128.374195,Australia
Gossypium australe,,-19.469292,144.771427,Australia
Gossypium australe,,-17.488161,128.375485,Australia
Gossypium australe,,-20.567413,134.265122,Australia
Gossypium australe,,-14.574946,132.177477,Australia
Gossypium australe,,-23.264367,144.123787,Australia
Gossypium australe,,-16.118441,128.734153,Australia
Gossypium australe,,-20.699635,147.851185,Australia
Gossypium australe,,-21.052778,144.591111,Australia
Gossypium australe,,-21.972808,142.662567,Australia
Gossypium australe,,-22.698228,145.381012,Australia
Gossypium australe,,-20.74778,116.821542,Australia
Gossypium australe,,-20.747742,116.821558,Australia
Gossypium australe,,-20.410553,144.436363,Australia
Gossypium australe,,-19.9119,146.2397,Australia
Gossypium australe,,-15.596339,129.642632,Australia
Gossypium australe,,-17.180485,125.460606,Australia
Gossypium australe,,-19.655204,134.195112,Australia
Gossypium australe,,-23.442066,120.0974,Australia
Gossypium australe,,-21.15101,148.01453,Australia
Gossypium australe,,-17.485133,128.377487,Australia
Gossypium australe,,-21.153053,148.016403,Australia
Gossypium australe,,-23.635722,132.81376,Australia
Gossypium australe,,-18.815692,143.4075,Australia
Gossypium australe,,-22.563605,142.694947,Australia
Gossypium australe,,-19.981419,136.618113,Australia
Gossypium australe,,-20.709472,139.569856,Australia
Gossypium australe,,-18.788831,134.028944,Australia
Gossypium australe,,-19.638357,134.209567,Australia
Gossypium australe,,-20.345333,144.460333,Australia
Gossypium australe,,-22.640397,120.405738,Australia
Gossypium australe,,-22.702755,131.280333,Australia
Gossypium australe,,-23.277267,144.127622,Australia
Gossypium australe,,-15.424455,131.643753,Australia
Gossypium australe,,-20.39964,139.349421,Australia
Gossypium australe,,-22.608407,119.145212,Australia
Gossypium australe,,-23.275958,144.127086,Australia
Gossypium australe,,-22.479347,143.182727,Australia
Gossypium australe,,-22.4893,146.735398,Australia
Gossypium australe,,-18.541512,143.427282,Australia
Gossypium australe,,-18.52788,143.340127,Australia
Gossypium australe,,-22.698497,145.356994,Australia
Gossypium australe,,-21.02099,140.93927,Australia
Gossypium australe,,-19.303529,127.138057,Australia
Gossypium australe,,-23.615063,132.643813,Australia
Gossypium australe,,-19.712241,126.132949,Australia
Gossypium australe,,-23.732393,132.951106,Australia
Gossypium australe,,-21.204389,119.727098,Australia
Gossypium australe,,-18.380835,122.028988,Australia
Gossypium australe,,-19.894383,129.31764,Australia
Gossypium australe,,-22.805,131.560833,Australia
Gossypium australe,,-20.13577,146.09042,Australia
Gossypium australe,,-20.075813,136.916953,Australia
Gossypium australe,,-24.046612,132.707351,Australia
Gossypium australe,,-20.06693,138.759597,Australia
Gossypium australe,,-16.613294,133.365237,Australia
Gossypium australe,,-22.084922,114.010247,Australia
Gossypium australe,,-16.071055,130.94548,Australia
Gossypium australe,,-14.518771,132.367359,Australia
Gossypium australe,,-16.076269,130.948067,Australia
Gossypium australe,,-23.632415,132.729102,Australia
Gossypium australe,,-14.676285,132.087396,Australia
Gossypium australe,,-21.748502,119.261827,Australia
Gossypium australe,,-20.61881,116.773341,Australia
Gossypium australe,,-16.46716,134.25151,Australia
Gossypium australe,,-17.02164,133.42653,Australia
Gossypium australe,,-17.85434,133.45584,Australia
Gossypium australe,,-16.79175,133.44383,Australia
Gossypium australe,,-17.09236,133.45663,Australia
Gossypium australe,,-17.63523,133.58891,Australia
Gossypium australe,,-16.85434,133.45584,Australia
Gossypium australe,,-16.854167,133.455833,Australia
Gossypium australe,,-22.614894,142.660169,Australia
Gossypium australe,,-21.801974,133.631566,Australia
Gossypium barbadense,Least Concern,20.237532,-155.827604,United States of America
Gossypium barbadense,Least Concern,20.237532,-155.827604,United States of America
Gossypium barbadense,Least Concern,-8.792024,-67.534772,Brazil
Gossypium barbadense,Least Concern,-8.792024,-67.534772,Brazil
Gossypium barbadense,Least Concern,18.860628,-96.902153,Mexico
Gossypium barbadense,Least Concern,18.860628,-96.902153,Mexico
Gossypium barbadense,Least Concern,-14.839397,-64.934736,Bolivia (Plurinational State of)
Gossypium barbadense,Least Concern,-14.839397,-64.934736,Bolivia (Plurinational State of)
Gossypium barbadense,Least Concern,4.943385,-52.305015,French Guiana
Gossypium barbadense,Least Concern,4.943385,-52.305015,French Guiana
Gossypium barbadense,Least Concern,24.166491,92.030565,India
Gossypium barbadense,Least Concern,24.166491,92.030565,India
Gossypium barbadense,Least Concern,18.860337,-96.90197,Mexico
Gossypium barbadense,Least Concern,18.860337,-96.90197,Mexico
Gossypium barbadense,Least Concern,28.366055,-16.72223,Spain
Gossypium barbadense,Least Concern,28.366055,-16.72223,Spain
Gossypium barbadense,Least Concern,-14.890507,-64.716353,Bolivia (Plurinational State of)
Gossypium barbadense,Least Concern,-14.890507,-64.716353,Bolivia (Plurinational State of)
Gossypium barbadense,Least Concern,-23.130856,43.615608,Madagascar
Gossypium barbadense,Least Concern,-23.130856,43.615608,Madagascar
Gossypium barbadense,Least Concern,-3.291637,-79.912788,Ecuador
Gossypium barbadense,Least Concern,-3.291637,-79.912788,Ecuador
Gossypium barbadense,Least Concern,-9.588772,-35.74487,Brazil
Gossypium barbadense,Least Concern,-9.588772,-35.74487,Brazil
Gossypium barbadense,Least Concern,21.278127,-157.799447,United States of America
Gossypium barbadense,Least Concern,21.278127,-157.799447,United States of America
Gossypium barbadense,Least Concern,4.841631,-52.333178,French Guiana
Gossypium barbadense,Least Concern,4.841631,-52.333178,French Guiana
Gossypium barbadense,Least Concern,6.270474,-75.563565,Colombia
Gossypium barbadense,Least Concern,6.270474,-75.563565,Colombia
Gossypium barbadense,Least Concern,4.85516,-52.265629,French Guiana
Gossypium barbadense,Least Concern,4.85516,-52.265629,French Guiana
Gossypium barbadense,Least Concern,21.301712,-157.81498,United States of America
Gossypium barbadense,Least Concern,21.301712,-157.81498,United States of America
Gossypium barbadense,Least Concern,-14.814152,-64.863152,Bolivia (Plurinational State of)
Gossypium barbadense,Least Concern,-14.814152,-64.863152,Bolivia (Plurinational State of)
Gossypium barbadense,Least Concern,-5.853856,-37.314332,Brazil
Gossypium barbadense,Least Concern,-5.853856,-37.314332,Brazil
Gossypium barbadense,Least Concern,-0.956045,-80.774025,Ecuador
Gossypium barbadense,Least Concern,-0.956045,-80.774025,Ecuador
Gossypium barbadense,Least Concern,-3.754513,-79.846138,Ecuador
Gossypium barbadense,Least Concern,-3.754513,-79.846138,Ecuador
Gossypium barbadense,Least Concern,-2.102305,-79.902919,Ecuador
Gossypium barbadense,Least Concern,-2.102305,-79.902919,Ecuador
Gossypium barbadense,Least Concern,5.714427,-55.236309,Suriname
Gossypium barbadense,Least Concern,5.714427,-55.236309,Suriname
Gossypium barbadense,Least Concern,-9.102824,-75.015152,Peru
Gossypium barbadense,Least Concern,-9.102824,-75.015152,Peru
Gossypium barbadense,Least Concern,-3.803983,-73.308783,Peru
Gossypium barbadense,Least Concern,-3.803983,-73.308783,Peru
Gossypium barbadense,Least Concern,21.659492,-158.056359,United States of America
Gossypium barbadense,Least Concern,21.659492,-158.056359,United States of America
Gossypium barbadense,Least Concern,21.244516,-157.881346,United States of America
Gossypium barbadense,Least Concern,21.244516,-157.881346,United States of America
Gossypium barbadense,Least Concern,-3.729802,-73.249008,Peru
Gossypium barbadense,Least Concern,-3.729802,-73.249008,Peru
Gossypium barbadense,Least Concern,-23.788468,-64.791044,Argentina
Gossypium barbadense,Least Concern,-23.788468,-64.791044,Argentina
Gossypium barbadense,Least Concern,-6.779888,-79.843753,Peru
Gossypium barbadense,Least Concern,-6.779888,-79.843753,Peru
Gossypium barbadense,Least Concern,-12.131149,-76.823397,Peru
Gossypium barbadense,Least Concern,-12.131149,-76.823397,Peru
Gossypium barbadense,Least Concern,-3.015556,-49.765278,Brazil
Gossypium barbadense,Least Concern,-3.015556,-49.765278,Brazil
Gossypium barbadense,Least Concern,-20.471111,-54.708056,Brazil
Gossypium barbadense,Least Concern,-20.471111,-54.708056,Brazil
Gossypium barbadense,Least Concern,18.119711,-94.376305,Mexico
Gossypium barbadense,Least Concern,18.119711,-94.376305,Mexico
Gossypium barbadense,Least Concern,20.025258,-155.821288,United States of America
Gossypium barbadense,Least Concern,20.025258,-155.821288,United States of America
Gossypium barbadense,Least Concern,-6.376851,-79.486802,Peru
Gossypium barbadense,Least Concern,-6.376851,-79.486802,Peru
Gossypium barbadense,Least Concern,-28.491791,-59.370011,Argentina
Gossypium barbadense,Least Concern,-28.491791,-59.370011,Argentina
Gossypium barbadense,Least Concern,-0.968071,-80.561111,Ecuador
Gossypium barbadense,Least Concern,-0.968071,-80.561111,Ecuador
Gossypium barbadense,Least Concern,-12.783333,-38.433333,Brazil
Gossypium barbadense,Least Concern,-12.783333,-38.433333,Brazil
Gossypium barbadense,Least Concern,-6.590849,-79.40497,Peru
Gossypium barbadense,Least Concern,-6.590849,-79.40497,Peru
Gossypium barbadense,Least Concern,40.861617,-73.873558,United States of America
Gossypium barbadense,Least Concern,40.861617,-73.873558,United States of America
Gossypium barbadense,Least Concern,-21.735056,-43.388639,Brazil
Gossypium barbadense,Least Concern,-21.735056,-43.388639,Brazil
Gossypium barbadense,Least Concern,-33.027893,-71.563507,Chile
Gossypium barbadense,Least Concern,-33.027893,-71.563507,Chile
Gossypium barbadense,Least Concern,-3.569453,-80.040472,Ecuador
Gossypium barbadense,Least Concern,-3.569453,-80.040472,Ecuador
Gossypium barbadense,Least Concern,-1.366944,-48.408056,Brazil
Gossypium barbadense,Least Concern,-1.366944,-48.408056,Brazil
Gossypium barbadense,Least Concern,-6.643253,-79.801762,Peru
Gossypium barbadense,Least Concern,-6.643253,-79.801762,Peru
Gossypium barbadense,Least Concern,27.761633,-15.599742,Spain
Gossypium barbadense,Least Concern,27.761633,-15.599742,Spain
Gossypium barbadense,Least Concern,-2.51764,-80.47514,Ecuador
Gossypium barbadense,Least Concern,-2.51764,-80.47514,Ecuador
Gossypium barbadense,Least Concern,-0.210725,-78.441089,Ecuador
Gossypium barbadense,Least Concern,-0.210725,-78.441089,Ecuador
Gossypium barbadense,Least Concern,-9.427944,-45.399699,Brazil
Gossypium barbadense,Least Concern,-9.427944,-45.399699,Brazil
Gossypium barbadense,Least Concern,-1.512222,-56.138611,Brazil
Gossypium barbadense,Least Concern,-1.512222,-56.138611,Brazil
Gossypium barbadense,Least Concern,-6.419718,-75.768883,Peru
Gossypium barbadense,Least Concern,-6.419718,-75.768883,Peru
Gossypium barbadense,Least Concern,5.48745,-54.028402,French Guiana
Gossypium barbadense,Least Concern,5.48745,-54.028402,French Guiana
Gossypium barbadense,Least Concern,19.783173,-70.462667,Dominican Republic
